content_type,deg_type,deg_label,method,edge_recovery,original_edges,method_edges
text,combined,combined_dark_blur,Canny Only,0.0,4122,0
text,combined,combined_dark_blur,CLAHE + Canny,0.016496846191169336,4122,126
text,combined,combined_dark_blur,HistEq + Canny,0.1824357108199903,4122,3390
text,combined,combined_dark_blur,Adaptive Thresh,0.853954391072295,4122,236221
text,combined,combined_dark_blur,Ours (ADRR + Canny),0.053372149442018436,4122,1996
text,combined,combined_moderate,Canny Only,0.030810286268801553,4122,190
text,combined,combined_moderate,CLAHE + Canny,0.056283357593401265,4122,450
text,combined,combined_moderate,HistEq + Canny,0.11353711790393013,4122,4716
text,combined,combined_moderate,Adaptive Thresh,0.5795730228044639,4122,231309
text,combined,combined_moderate,Ours (ADRR + Canny),0.004366812227074236,4122,281
text,dark,dark_severe,Canny Only,0.0,4623,0
text,dark,dark_severe,CLAHE + Canny,0.0,4623,0
text,dark,dark_severe,HistEq + Canny,1.0,4623,4623
text,dark,dark_severe,Adaptive Thresh,0.5660826303266278,4623,232149
text,dark,dark_severe,Ours (ADRR + Canny),0.7897469175859831,4623,4754
text,dark,dark_heavy,Canny Only,0.3848150551589877,4623,1779
text,dark,dark_heavy,CLAHE + Canny,0.4194246160501839,4623,1942
text,dark,dark_heavy,HistEq + Canny,1.0,4623,4623
text,dark,dark_heavy,Adaptive Thresh,0.5660826303266278,4623,232145
text,dark,dark_heavy,Ours (ADRR + Canny),0.7884490590525632,4623,4761
text,dark,dark_moderate,Canny Only,0.9991347609777201,4623,4619
text,dark,dark_moderate,CLAHE + Canny,0.9980532121998702,4623,4617
text,dark,dark_moderate,HistEq + Canny,1.0,4623,4623
text,dark,dark_moderate,Adaptive Thresh,0.5660826303266278,4623,232145
text,dark,dark_moderate,Ours (ADRR + Canny),0.9991347609777201,4623,4619
text,dark,dark_mild,Canny Only,0.9991347609777201,4623,4619
text,dark,dark_mild,CLAHE + Canny,0.9976205926887303,4623,4624
text,dark,dark_mild,HistEq + Canny,1.0,4623,4623
text,dark,dark_mild,Adaptive Thresh,0.5660826303266278,4623,232145
text,dark,dark_mild,Ours (ADRR + Canny),0.9991347609777201,4623,4619
text,motion_blur,mblur_severe_h,Canny Only,0.2965606748864374,4623,4111
text,motion_blur,mblur_severe_h,CLAHE + Canny,0.299589011464417,4623,4193
text,motion_blur,mblur_severe_h,HistEq + Canny,0.15466147523253299,4623,2085
text,motion_blur,mblur_severe_h,Adaptive Thresh,0.573220852260437,4623,229558
text,motion_blur,mblur_severe_h,Ours (ADRR + Canny),0.2965606748864374,4623,4111
text,motion_blur,mblur_moderate_h,Canny Only,0.33463119186675316,4623,4974
text,motion_blur,mblur_moderate_h,CLAHE + Canny,0.34133679428942243,4623,5230
text,motion_blur,mblur_moderate_h,HistEq + Canny,0.16590958252217175,4623,2460
text,motion_blur,mblur_moderate_h,Adaptive Thresh,0.5738697815271468,4623,229619
text,motion_blur,mblur_moderate_h,Ours (ADRR + Canny),0.33463119186675316,4623,4974
text,motion_blur,mblur_moderate_d,Canny Only,0.3034825870646766,4623,6956
text,motion_blur,mblur_moderate_d,CLAHE + Canny,0.31148604802076574,4623,7008
text,motion_blur,mblur_moderate_d,HistEq + Canny,0.09712308025091931,4623,4207
text,motion_blur,mblur_moderate_d,Adaptive Thresh,0.4462470257408609,4623,226381
text,motion_blur,mblur_moderate_d,Ours (ADRR + Canny),0.3034825870646766,4623,6956
text,motion_blur,mblur_mild_v,Canny Only,0.4600908500973394,4623,6404
text,motion_blur,mblur_mild_v,CLAHE + Canny,0.45598096474150984,4623,6422
text,motion_blur,mblur_mild_v,HistEq + Canny,0.2582738481505516,4623,4639
text,motion_blur,mblur_mild_v,Adaptive Thresh,0.4925373134328358,4623,228837
text,motion_blur,mblur_mild_v,Ours (ADRR + Canny),0.4600908500973394,4623,6404
text,gaussian_blur,gblur_heavy,Canny Only,0.014925373134328358,4623,209
text,gaussian_blur,gblur_heavy,CLAHE + Canny,0.18256543370105993,4623,3068
text,gaussian_blur,gblur_heavy,HistEq + Canny,0.0,4623,2101
text,gaussian_blur,gblur_heavy,Adaptive Thresh,0.19294830196841878,4623,228137
text,gaussian_blur,gblur_heavy,Ours (ADRR + Canny),0.07462686567164178,4623,1804
text,gaussian_blur,gblur_mild,Canny Only,0.5029201817001947,4623,4453
text,gaussian_blur,gblur_mild,CLAHE + Canny,0.47696301103179756,4623,4743
text,gaussian_blur,gblur_mild,HistEq + Canny,0.0,4623,2598
text,gaussian_blur,gblur_mild,Adaptive Thresh,0.1981397361020982,4623,229324
text,gaussian_blur,gblur_mild,Ours (ADRR + Canny),0.1981397361020982,4623,5641
text,combined,combined_dark_blur,Canny Only,0.0,4623,0
text,combined,combined_dark_blur,CLAHE + Canny,0.10296344365130868,4623,919
text,combined,combined_dark_blur,HistEq + Canny,0.16590958252217175,4623,2460
text,combined,combined_dark_blur,Adaptive Thresh,0.691109669046074,4623,233738
text,combined,combined_dark_blur,Ours (ADRR + Canny),0.1209171533636167,4623,3754
text,combined,combined_moderate,Canny Only,0.0845771144278607,4623,749
text,combined,combined_moderate,CLAHE + Canny,0.11096690460739779,4623,1149
text,combined,combined_moderate,HistEq + Canny,0.11204845338524767,4623,4384
text,combined,combined_moderate,Adaptive Thresh,0.47566515249837765,4623,229574
text,combined,combined_moderate,Ours (ADRR + Canny),0.0783041315163314,4623,2045
text,dark,dark_severe,Canny Only,0.0,2868,0
text,dark,dark_severe,CLAHE + Canny,0.0,2868,0
text,dark,dark_severe,HistEq + Canny,1.0,2868,2868
text,dark,dark_severe,Adaptive Thresh,0.9236401673640168,2868,237246
text,dark,dark_severe,Ours (ADRR + Canny),0.150976290097629,2868,4827
text,dark,dark_heavy,Canny Only,0.19874476987447698,2868,570
text,dark,dark_heavy,CLAHE + Canny,0.19735006973500696,2868,570
text,dark,dark_heavy,HistEq + Canny,1.0,2868,2868
text,dark,dark_heavy,Adaptive Thresh,0.9236401673640168,2868,237246
text,dark,dark_heavy,Ours (ADRR + Canny),0.9476987447698745,2868,3412
text,dark,dark_moderate,Canny Only,0.8828451882845189,2868,2532
text,dark,dark_moderate,CLAHE + Canny,0.8814504881450488,2868,2535
text,dark,dark_moderate,HistEq + Canny,1.0,2868,2868
text,dark,dark_moderate,Adaptive Thresh,0.9236401673640168,2868,237246
text,dark,dark_moderate,Ours (ADRR + Canny),0.8828451882845189,2868,2532
text,dark,dark_mild,Canny Only,0.9947698744769874,2868,2853
text,dark,dark_mild,CLAHE + Canny,0.99302649930265,2868,2868
text,dark,dark_mild,HistEq + Canny,1.0,2868,2868
text,dark,dark_mild,Adaptive Thresh,0.9236401673640168,2868,237246
text,dark,dark_mild,Ours (ADRR + Canny),0.9947698744769874,2868,2853
text,motion_blur,mblur_severe_h,Canny Only,0.3612273361227336,2868,2798
text,motion_blur,mblur_severe_h,CLAHE + Canny,0.36157601115760113,2868,2817
text,motion_blur,mblur_severe_h,HistEq + Canny,0.15376569037656904,2868,1691
text,motion_blur,mblur_severe_h,Adaptive Thresh,0.8040446304044631,2868,234747
text,motion_blur,mblur_severe_h,Ours (ADRR + Canny),0.3612273361227336,2868,2798
text,motion_blur,mblur_moderate_h,Canny Only,0.36436541143654116,2868,2811
text,motion_blur,mblur_moderate_h,CLAHE + Canny,0.36262203626220363,2868,3021
text,motion_blur,mblur_moderate_h,HistEq + Canny,0.16596931659693165,2868,2363
text,motion_blur,mblur_moderate_h,Adaptive Thresh,0.7785913528591353,2868,234257
text,motion_blur,mblur_moderate_h,Ours (ADRR + Canny),0.36436541143654116,2868,2811
text,motion_blur,mblur_moderate_d,Canny Only,0.1708507670850767,2868,2818
text,motion_blur,mblur_moderate_d,CLAHE + Canny,0.1983960948396095,2868,3395
text,motion_blur,mblur_moderate_d,HistEq + Canny,0.12203626220362622,2868,3931
text,motion_blur,mblur_moderate_d,Adaptive Thresh,0.5282426778242678,2868,230930
text,motion_blur,mblur_moderate_d,Ours (ADRR + Canny),0.1708507670850767,2868,2818
text,motion_blur,mblur_mild_v,Canny Only,0.3891213389121339,2868,3091
text,motion_blur,mblur_mild_v,CLAHE + Canny,0.3908647140864714,2868,3321
text,motion_blur,mblur_mild_v,HistEq + Canny,0.27615062761506276,2868,3463
text,motion_blur,mblur_mild_v,Adaptive Thresh,0.6586471408647141,2868,233566
text,motion_blur,mblur_mild_v,Ours (ADRR + Canny),0.3891213389121339,2868,3091
text,gaussian_blur,gblur_heavy,Canny Only,0.0,2868,0
text,gaussian_blur,gblur_heavy,CLAHE + Canny,0.012552301255230125,2868,195
text,gaussian_blur,gblur_heavy,HistEq + Canny,0.0,2868,1899
text,gaussian_blur,gblur_heavy,Adaptive Thresh,0.22384937238493724,2868,232990
text,gaussian_blur,gblur_heavy,Ours (ADRR + Canny),0.0,2868,0
text,gaussian_blur,gblur_mild,Canny Only,0.13563458856345886,2868,1079
text,gaussian_blur,gblur_mild,CLAHE + Canny,0.28068340306834033,2868,3566
text,gaussian_blur,gblur_mild,HistEq + Canny,0.0,2868,2442
text,gaussian_blur,gblur_mild,Adaptive Thresh,0.033821478382147836,2868,232917
text,gaussian_blur,gblur_mild,Ours (ADRR + Canny),0.11785216178521618,2868,2905
text,combined,combined_dark_blur,Canny Only,0.0,2868,0
text,combined,combined_dark_blur,CLAHE + Canny,0.0,2868,0
text,combined,combined_dark_blur,HistEq + Canny,0.1705020920502092,2868,2378
text,combined,combined_dark_blur,Adaptive Thresh,0.8880753138075314,2868,237710
text,combined,combined_dark_blur,Ours (ADRR + Canny),0.058577405857740586,2868,1709
text,combined,combined_moderate,Canny Only,0.01603905160390516,2868,118
text,combined,combined_moderate,CLAHE + Canny,0.025453277545327755,2868,223
text,combined,combined_moderate,HistEq + Canny,0.1398186889818689,2868,3907
text,combined,combined_moderate,Adaptive Thresh,0.648884239888424,2868,233920
text,combined,combined_moderate,Ours (ADRR + Canny),0.00906555090655509,2868,359
text,dark,dark_severe,Canny Only,0.0,3343,0
text,dark,dark_severe,CLAHE + Canny,0.0,3343,0
text,dark,dark_severe,HistEq + Canny,1.0,3343,3343
text,dark,dark_severe,Adaptive Thresh,0.7971881543523781,3343,236358
text,dark,dark_severe,Ours (ADRR + Canny),0.9093628477415495,3343,3745
text,dark,dark_heavy,Canny Only,0.0,3343,0
text,dark,dark_heavy,CLAHE + Canny,0.5127131319174394,3343,1714
text,dark,dark_heavy,HistEq + Canny,1.0,3343,3343
text,dark,dark_heavy,Adaptive Thresh,0.7971881543523781,3343,236358
text,dark,dark_heavy,Ours (ADRR + Canny),0.9138498354771164,3343,3732
text,dark,dark_moderate,Canny Only,0.9279090637152259,3343,3102
text,dark,dark_moderate,CLAHE + Canny,0.9252168710738857,3343,3095
text,dark,dark_moderate,HistEq + Canny,1.0,3343,3343
text,dark,dark_moderate,Adaptive Thresh,0.7971881543523781,3343,236358
text,dark,dark_moderate,Ours (ADRR + Canny),0.9279090637152259,3343,3102
text,dark,dark_mild,Canny Only,0.996709542327251,3343,3332
text,dark,dark_mild,CLAHE + Canny,0.9958121447801376,3343,3337
text,dark,dark_mild,HistEq + Canny,1.0,3343,3343
text,dark,dark_mild,Adaptive Thresh,0.7971881543523781,3343,236358
text,dark,dark_mild,Ours (ADRR + Canny),0.996709542327251,3343,3332
text,motion_blur,mblur_severe_h,Canny Only,0.33263535746335626,3343,2865
text,motion_blur,mblur_severe_h,CLAHE + Canny,0.33712234519892315,3343,2933
text,motion_blur,mblur_severe_h,HistEq + Canny,0.16183069099611128,3343,1687
text,motion_blur,mblur_severe_h,Adaptive Thresh,0.6802273407119354,3343,233725
text,motion_blur,mblur_severe_h,Ours (ADRR + Canny),0.33263535746335626,3343,2865
text,motion_blur,mblur_moderate_h,Canny Only,0.3386180077774454,3343,2867
text,motion_blur,mblur_moderate_h,CLAHE + Canny,0.33951540532455876,3343,2867
text,motion_blur,mblur_moderate_h,HistEq + Canny,0.16781334131020043,3343,2072
text,motion_blur,mblur_moderate_h,Adaptive Thresh,0.6805264732276398,3343,233532
text,motion_blur,mblur_moderate_h,Ours (ADRR + Canny),0.3386180077774454,3343,2867
text,motion_blur,mblur_moderate_d,Canny Only,0.26413401136703557,3343,4136
text,motion_blur,mblur_moderate_d,CLAHE + Canny,0.2802871672150763,3343,4428
text,motion_blur,mblur_moderate_d,HistEq + Canny,0.107986838169309,3343,3688
text,motion_blur,mblur_moderate_d,Adaptive Thresh,0.5079270116661682,3343,230867
text,motion_blur,mblur_moderate_d,Ours (ADRR + Canny),0.26413401136703557,3343,4136
text,motion_blur,mblur_mild_v,Canny Only,0.49536344600658094,3343,4121
text,motion_blur,mblur_mild_v,CLAHE + Canny,0.4926712533652408,3343,4189
text,motion_blur,mblur_mild_v,HistEq + Canny,0.2865689500448699,3343,3834
text,motion_blur,mblur_mild_v,Adaptive Thresh,0.6377505234819025,3343,233402
text,motion_blur,mblur_mild_v,Ours (ADRR + Canny),0.49536344600658094,3343,4121
text,gaussian_blur,gblur_heavy,Canny Only,0.0,3343,0
text,gaussian_blur,gblur_heavy,CLAHE + Canny,0.03529763685312594,3343,1065
text,gaussian_blur,gblur_heavy,HistEq + Canny,0.0,3343,1695
text,gaussian_blur,gblur_heavy,Adaptive Thresh,0.30332037092431946,3343,232777
text,gaussian_blur,gblur_heavy,Ours (ADRR + Canny),0.0,3343,0
text,gaussian_blur,gblur_mild,Canny Only,0.36045468142387077,3343,2491
text,gaussian_blur,gblur_mild,CLAHE + Canny,0.30421776847143284,3343,3202
text,gaussian_blur,gblur_mild,HistEq + Canny,0.0,3343,2440
text,gaussian_blur,gblur_mild,Adaptive Thresh,0.1525575830092731,3343,232760
text,gaussian_blur,gblur_mild,Ours (ADRR + Canny),0.12324259647023632,3343,3139
text,combined,combined_dark_blur,Canny Only,0.0,3343,0
text,combined,combined_dark_blur,CLAHE + Canny,0.0,3343,0
text,combined,combined_dark_blur,HistEq + Canny,0.16781334131020043,3343,2072
text,combined,combined_dark_blur,Adaptive Thresh,0.8282979359856416,3343,237111
text,combined,combined_dark_blur,Ours (ADRR + Canny),0.09721806760394855,3343,2142
text,combined,combined_moderate,Canny Only,0.029314986539036792,3343,191
text,combined,combined_moderate,CLAHE + Canny,0.041280287167215074,3343,311
text,combined,combined_moderate,HistEq + Canny,0.12324259647023632,3343,3656
text,combined,combined_moderate,Adaptive Thresh,0.5629673945557883,3343,233654
text,combined,combined_moderate,Ours (ADRR + Canny),0.015854023332336226,3343,460
text,dark,dark_severe,Canny Only,0.0,5904,0
text,dark,dark_severe,CLAHE + Canny,0.0,5904,0
text,dark,dark_severe,HistEq + Canny,1.0,5904,5904
text,dark,dark_severe,Adaptive Thresh,0.6100948509485095,5904,230503
text,dark,dark_severe,Ours (ADRR + Canny),0.19088753387533874,5904,9923
text,dark,dark_heavy,Canny Only,0.0,5904,0
text,dark,dark_heavy,CLAHE + Canny,0.0,5904,0
text,dark,dark_heavy,HistEq + Canny,1.0,5904,5904
text,dark,dark_heavy,Adaptive Thresh,0.6100948509485095,5904,230329
text,dark,dark_heavy,Ours (ADRR + Canny),0.7974254742547425,5904,6095
text,dark,dark_moderate,Canny Only,0.8763550135501355,5904,5174
text,dark,dark_moderate,CLAHE + Canny,0.8760162601626016,5904,5174
text,dark,dark_moderate,HistEq + Canny,1.0,5904,5904
text,dark,dark_moderate,Adaptive Thresh,0.6100948509485095,5904,230297
text,dark,dark_moderate,Ours (ADRR + Canny),0.8763550135501355,5904,5174
text,dark,dark_mild,Canny Only,0.9981368563685636,5904,5893
text,dark,dark_mild,CLAHE + Canny,0.9983062330623306,5904,5906
text,dark,dark_mild,HistEq + Canny,1.0,5904,5904
text,dark,dark_mild,Adaptive Thresh,0.6100948509485095,5904,230297
text,dark,dark_mild,Ours (ADRR + Canny),0.9981368563685636,5904,5893
text,motion_blur,mblur_severe_h,Canny Only,0.2652439024390244,5904,4330
text,motion_blur,mblur_severe_h,CLAHE + Canny,0.26913956639566394,5904,4520
text,motion_blur,mblur_severe_h,HistEq + Canny,0.1480352303523035,5904,2683
text,motion_blur,mblur_severe_h,Adaptive Thresh,0.6483739837398373,5904,228195
text,motion_blur,mblur_severe_h,Ours (ADRR + Canny),0.2652439024390244,5904,4330
text,motion_blur,mblur_moderate_h,Canny Only,0.29081978319783197,5904,4292
text,motion_blur,mblur_moderate_h,CLAHE + Canny,0.29776422764227645,5904,4822
text,motion_blur,mblur_moderate_h,HistEq + Canny,0.17005420054200543,5904,3527
text,motion_blur,mblur_moderate_h,Adaptive Thresh,0.6200880758807588,5904,227556
text,motion_blur,mblur_moderate_h,Ours (ADRR + Canny),0.29081978319783197,5904,4292
text,motion_blur,mblur_moderate_d,Canny Only,0.23187669376693767,5904,6656
text,motion_blur,mblur_moderate_d,CLAHE + Canny,0.25389566395663954,5904,7107
text,motion_blur,mblur_moderate_d,HistEq + Canny,0.0953590785907859,5904,6078
text,motion_blur,mblur_moderate_d,Adaptive Thresh,0.48509485094850946,5904,222715
text,motion_blur,mblur_moderate_d,Ours (ADRR + Canny),0.23187669376693767,5904,6656
text,motion_blur,mblur_mild_v,Canny Only,0.470189701897019,5904,7088
text,motion_blur,mblur_mild_v,CLAHE + Canny,0.4708672086720867,5904,7430
text,motion_blur,mblur_mild_v,HistEq + Canny,0.320630081300813,5904,6308
text,motion_blur,mblur_mild_v,Adaptive Thresh,0.5718157181571816,5904,226202
text,motion_blur,mblur_mild_v,Ours (ADRR + Canny),0.470189701897019,5904,7088
text,gaussian_blur,gblur_heavy,Canny Only,0.0,5904,0
text,gaussian_blur,gblur_heavy,CLAHE + Canny,0.10721544715447154,5904,3511
text,gaussian_blur,gblur_heavy,HistEq + Canny,0.0,5904,2614
text,gaussian_blur,gblur_heavy,Adaptive Thresh,0.25474254742547425,5904,226281
text,gaussian_blur,gblur_heavy,Ours (ADRR + Canny),0.024898373983739838,5904,1177
text,gaussian_blur,gblur_mild,Canny Only,0.42022357723577236,5904,4666
text,gaussian_blur,gblur_mild,CLAHE + Canny,0.3856707317073171,5904,5376
text,gaussian_blur,gblur_mild,HistEq + Canny,0.0,5904,4196
text,gaussian_blur,gblur_mild,Adaptive Thresh,0.15040650406504066,5904,226071
text,gaussian_blur,gblur_mild,Ours (ADRR + Canny),0.11941056910569106,5904,5405
text,combined,combined_dark_blur,Canny Only,0.0,5904,0
text,combined,combined_dark_blur,CLAHE + Canny,0.013719512195121951,5904,308
text,combined,combined_dark_blur,HistEq + Canny,0.168529810298103,5904,3532
text,combined,combined_dark_blur,Adaptive Thresh,0.7591463414634146,5904,234017
text,combined,combined_dark_blur,Ours (ADRR + Canny),0.07876016260162602,5904,3759
text,combined,combined_moderate,Canny Only,0.011517615176151762,5904,117
text,combined,combined_moderate,CLAHE + Canny,0.06707317073170732,5904,744
text,combined,combined_moderate,HistEq + Canny,0.10840108401084012,5904,6277
text,combined,combined_moderate,Adaptive Thresh,0.6156842818428184,5904,228793
text,combined,combined_moderate,Ours (ADRR + Canny),0.013211382113821139,5904,649
mixed,dark,dark_severe,Canny Only,0.0,4048,0
mixed,dark,dark_severe,CLAHE + Canny,0.1190711462450593,4048,538
mixed,dark,dark_severe,HistEq + Canny,0.8312747035573123,4048,44309
mixed,dark,dark_severe,Adaptive Thresh,0.5254446640316206,4048,231878
mixed,dark,dark_severe,Ours (ADRR + Canny),0.2117094861660079,4048,10311
mixed,dark,dark_heavy,Canny Only,0.3824110671936759,4048,1676
mixed,dark,dark_heavy,CLAHE + Canny,0.6526679841897233,4048,2861
mixed,dark,dark_heavy,HistEq + Canny,0.849308300395257,4048,42665
mixed,dark,dark_heavy,Adaptive Thresh,0.5239624505928854,4048,230974
mixed,dark,dark_heavy,Ours (ADRR + Canny),0.9004446640316206,4048,4044
mixed,dark,dark_moderate,Canny Only,0.8060770750988142,4048,3428
mixed,dark,dark_moderate,CLAHE + Canny,0.9300889328063241,4048,4047
mixed,dark,dark_moderate,HistEq + Canny,0.8596837944664032,4048,41916
mixed,dark,dark_moderate,Adaptive Thresh,0.5222332015810277,4048,224935
mixed,dark,dark_moderate,Ours (ADRR + Canny),0.9199604743083004,4048,4104
mixed,dark,dark_mild,Canny Only,0.954792490118577,4048,3959
mixed,dark,dark_mild,CLAHE + Canny,0.9649209486166008,4048,4115
mixed,dark,dark_mild,HistEq + Canny,0.8675889328063241,4048,43809
mixed,dark,dark_mild,Adaptive Thresh,0.5217391304347826,4048,208136
mixed,dark,dark_mild,Ours (ADRR + Canny),0.954792490118577,4048,3959
mixed,motion_blur,mblur_severe_h,Canny Only,0.15612648221343872,4048,2239
mixed,motion_blur,mblur_severe_h,CLAHE + Canny,0.15489130434782608,4048,3600
mixed,motion_blur,mblur_severe_h,HistEq + Canny,0.07312252964426877,4048,3691
mixed,motion_blur,mblur_severe_h,Adaptive Thresh,0.6326581027667985,4048,224144
mixed,motion_blur,mblur_severe_h,Ours (ADRR + Canny),0.15612648221343872,4048,2239
mixed,motion_blur,mblur_moderate_h,Canny Only,0.22332015810276679,4048,3222
mixed,motion_blur,mblur_moderate_h,CLAHE + Canny,0.229001976284585,4048,5058
mixed,motion_blur,mblur_moderate_h,HistEq + Canny,0.08399209486166008,4048,3724
mixed,motion_blur,mblur_moderate_h,Adaptive Thresh,0.5380434782608695,4048,222039
mixed,motion_blur,mblur_moderate_h,Ours (ADRR + Canny),0.22332015810276679,4048,3222
mixed,motion_blur,mblur_moderate_d,Canny Only,0.37623517786561267,4048,3404
mixed,motion_blur,mblur_moderate_d,CLAHE + Canny,0.35177865612648224,4048,5274
mixed,motion_blur,mblur_moderate_d,HistEq + Canny,0.049654150197628456,4048,3782
mixed,motion_blur,mblur_moderate_d,Adaptive Thresh,0.4992588932806324,4048,216540
mixed,motion_blur,mblur_moderate_d,Ours (ADRR + Canny),0.37623517786561267,4048,3404
mixed,motion_blur,mblur_mild_v,Canny Only,0.27223320158102765,4048,4307
mixed,motion_blur,mblur_mild_v,CLAHE + Canny,0.2840909090909091,4048,6144
mixed,motion_blur,mblur_mild_v,HistEq + Canny,0.09486166007905138,4048,3768
mixed,motion_blur,mblur_mild_v,Adaptive Thresh,0.4234189723320158,4048,218037
mixed,motion_blur,mblur_mild_v,Ours (ADRR + Canny),0.27223320158102765,4048,4307
mixed,gaussian_blur,gblur_heavy,Canny Only,0.053606719367588936,4048,1530
mixed,gaussian_blur,gblur_heavy,CLAHE + Canny,0.09412055335968379,4048,2465
mixed,gaussian_blur,gblur_heavy,HistEq + Canny,0.0,4048,3573
mixed,gaussian_blur,gblur_heavy,Adaptive Thresh,0.3068181818181818,4048,224855
mixed,gaussian_blur,gblur_heavy,Ours (ADRR + Canny),0.0741106719367589,4048,1801
mixed,gaussian_blur,gblur_mild,Canny Only,0.6830533596837944,4048,4199
mixed,gaussian_blur,gblur_mild,CLAHE + Canny,0.6326581027667985,4048,4307
mixed,gaussian_blur,gblur_mild,HistEq + Canny,0.0,4048,3879
mixed,gaussian_blur,gblur_mild,Adaptive Thresh,0.3092885375494071,4048,226929
mixed,gaussian_blur,gblur_mild,Ours (ADRR + Canny),0.17094861660079053,4048,5998
mixed,combined,combined_dark_blur,Canny Only,0.0,4048,0
mixed,combined,combined_dark_blur,CLAHE + Canny,0.08868577075098814,4048,788
mixed,combined,combined_dark_blur,HistEq + Canny,0.07732213438735178,4048,13974
mixed,combined,combined_dark_blur,Adaptive Thresh,0.7818675889328063,4048,234826
mixed,combined,combined_dark_blur,Ours (ADRR + Canny),0.15266798418972333,4048,2363
mixed,combined,combined_moderate,Canny Only,0.15439723320158102,4048,866
mixed,combined,combined_moderate,CLAHE + Canny,0.3394268774703557,4048,2109
mixed,combined,combined_moderate,HistEq + Canny,0.08127470355731226,4048,4089
mixed,combined,combined_moderate,Adaptive Thresh,0.5990612648221344,4048,230579
mixed,combined,combined_moderate,Ours (ADRR + Canny),0.16897233201581027,4048,5702
mixed,dark,dark_severe,Canny Only,0.0,1906,0
mixed,dark,dark_severe,CLAHE + Canny,0.0,1906,0
mixed,dark,dark_severe,HistEq + Canny,0.8919202518363064,1906,54653
mixed,dark,dark_severe,Adaptive Thresh,0.5178384050367262,1906,235958
mixed,dark,dark_severe,Ours (ADRR + Canny),0.2334732423924449,1906,4450
mixed,dark,dark_heavy,Canny Only,0.0,1906,0
mixed,dark,dark_heavy,CLAHE + Canny,0.0,1906,0
mixed,dark,dark_heavy,HistEq + Canny,0.8866736621196223,1906,62173
mixed,dark,dark_heavy,Adaptive Thresh,0.5178384050367262,1906,235278
mixed,dark,dark_heavy,Ours (ADRR + Canny),0.2812172088142707,1906,5065
mixed,dark,dark_moderate,Canny Only,0.3567681007345226,1906,726
mixed,dark,dark_moderate,CLAHE + Canny,0.8153200419727177,1906,1694
mixed,dark,dark_moderate,HistEq + Canny,0.8997901364113327,1906,70640
mixed,dark,dark_moderate,Adaptive Thresh,0.5178384050367262,1906,229318
mixed,dark,dark_moderate,Ours (ADRR + Canny),0.3567681007345226,1906,726
mixed,dark,dark_mild,Canny Only,0.8378803777544596,1906,1642
mixed,dark,dark_mild,CLAHE + Canny,0.9632738719832109,1906,1979
mixed,dark,dark_mild,HistEq + Canny,0.9018887722980063,1906,71568
mixed,dark,dark_mild,Adaptive Thresh,0.5178384050367262,1906,211428
mixed,dark,dark_mild,Ours (ADRR + Canny),0.8378803777544596,1906,1642
mixed,motion_blur,mblur_severe_h,Canny Only,0.18730325288562436,1906,894
mixed,motion_blur,mblur_severe_h,CLAHE + Canny,0.1789087093389297,1906,1260
mixed,motion_blur,mblur_severe_h,HistEq + Canny,0.07869884575026233,1906,1947
mixed,motion_blur,mblur_severe_h,Adaptive Thresh,0.5986358866736621,1906,232314
mixed,motion_blur,mblur_severe_h,Ours (ADRR + Canny),0.09811122770199371,1906,1050
mixed,motion_blur,mblur_moderate_h,Canny Only,0.25236096537250785,1906,1089
mixed,motion_blur,mblur_moderate_h,CLAHE + Canny,0.24763903462749212,1906,1697
mixed,motion_blur,mblur_moderate_h,HistEq + Canny,0.09548793284365163,1906,1903
mixed,motion_blur,mblur_moderate_h,Adaptive Thresh,0.45435466946484787,1906,229414
mixed,motion_blur,mblur_moderate_h,Ours (ADRR + Canny),0.25236096537250785,1906,1089
mixed,motion_blur,mblur_moderate_d,Canny Only,0.19727177334732424,1906,1123
mixed,motion_blur,mblur_moderate_d,CLAHE + Canny,0.20461699895068206,1906,1704
mixed,motion_blur,mblur_moderate_d,HistEq + Canny,0.07397691500524659,1906,2235
mixed,motion_blur,mblur_moderate_d,Adaptive Thresh,0.4323189926547744,1906,223592
mixed,motion_blur,mblur_moderate_d,Ours (ADRR + Canny),0.19727177334732424,1906,1123
mixed,motion_blur,mblur_mild_v,Canny Only,0.24186778593913955,1906,1265
mixed,motion_blur,mblur_mild_v,CLAHE + Canny,0.282791185729276,1906,2225
mixed,motion_blur,mblur_mild_v,HistEq + Canny,0.08971668415529906,1906,2246
mixed,motion_blur,mblur_mild_v,Adaptive Thresh,0.38037775445960126,1906,225308
mixed,motion_blur,mblur_mild_v,Ours (ADRR + Canny),0.24186778593913955,1906,1265
mixed,gaussian_blur,gblur_heavy,Canny Only,0.0,1906,0
mixed,gaussian_blur,gblur_heavy,CLAHE + Canny,0.02465897166841553,1906,282
mixed,gaussian_blur,gblur_heavy,HistEq + Canny,0.0,1906,1911
mixed,gaussian_blur,gblur_heavy,Adaptive Thresh,0.1825813221406086,1906,233822
mixed,gaussian_blur,gblur_heavy,Ours (ADRR + Canny),0.0,1906,0
mixed,gaussian_blur,gblur_mild,Canny Only,0.6259181532004198,1906,1760
mixed,gaussian_blur,gblur_mild,CLAHE + Canny,0.6096537250786989,1906,1750
mixed,gaussian_blur,gblur_mild,HistEq + Canny,0.0,1906,1960
mixed,gaussian_blur,gblur_mild,Adaptive Thresh,0.34312696747114374,1906,234591
