content_type,deg_type,deg_label,psnr_degraded,psnr_restored,psnr_improvement,ssim_degraded,ssim_restored,ssim_improvement,steps_applied
mixed,combined,combined_dark_blur,4.888471036130645,11.791401844642259,6.902930808511614,0.23958289829636178,0.7274484945080312,0.48786559621166936,"['zero_dce_enhancement', 'wiener_deconvolution']"
mixed,combined,combined_moderate,5.970847559740129,5.684035375127965,-0.28681218461216407,0.39011828869178206,0.3461346468391789,-0.04398364185260317,['wiener_deconvolution']
mixed,dark,dark_severe,3.9839321697629955,8.587663849032323,4.603731679269327,0.15223805984207578,0.5189638872669226,0.3667258274248468,"['zero_dce_enhancement', 'wiener_deconvolution']"
mixed,dark,dark_heavy,4.478052451471878,11.764662205484989,7.286609754013111,0.233519160553743,0.8507435163759162,0.6172243558221732,['zero_dce_enhancement']
mixed,dark,dark_moderate,5.567401736910318,14.05811615475985,8.490714417849532,0.4006327346584167,0.8848493232501855,0.4842165885917688,['zero_dce_enhancement']
mixed,dark,dark_mild,7.497912645787348,16.05060997817518,8.552697332387833,0.6266641444570406,0.8833836194116494,0.2567194749546089,['zero_dce_enhancement']
mixed,motion_blur,mblur_severe_h,21.598419992976066,21.598419992976066,0.0,0.7676871524080345,0.7676871524080345,0.0,['none_required']
mixed,motion_blur,mblur_moderate_h,23.12220978326687,23.12220978326687,0.0,0.7987726843841215,0.7987726843841215,0.0,['none_required']
mixed,motion_blur,mblur_moderate_d,21.62821273501537,21.62821273501537,0.0,0.7536762799180823,0.7536762799180823,0.0,['none_required']
mixed,motion_blur,mblur_mild_v,22.377522880297803,22.377522880297803,0.0,0.7705534584312517,0.7705534584312517,0.0,['none_required']
mixed,gaussian_blur,gblur_heavy,21.774373474956732,19.33194308030938,-2.442430394647353,0.7472408355684321,0.6997291118292174,-0.04751172373921475,['wiener_deconvolution']
mixed,gaussian_blur,gblur_mild,24.356720531766108,19.271103679113622,-5.085616852652485,0.8099331658881646,0.6858465995616845,-0.12408656632648007,['wiener_deconvolution']
mixed,combined,combined_dark_blur,4.458150803918068,10.40071575902401,5.942564955105942,0.21821860427130416,0.6521000399325616,0.4338814356612575,"['zero_dce_enhancement', 'wiener_deconvolution']"
mixed,combined,combined_moderate,5.521869692589546,11.922080240288613,6.400210547699067,0.35646128408153754,0.6216011392362137,0.2651398551546762,"['zero_dce_enhancement', 'wiener_deconvolution']"
